# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,-0.0,0,-0.0,34.27923965008667,0.0,0.25873205711568414,3.865002316094447,0.0,0.0
 0.10471990948363351,-0.027415648605650985,-0.26179977370908375,-2.5,34.27923965008667,0.0,0.25873205711568414,3.865002316094447,0.0,0.0
 0.14776583863223902,-0.05458685766672226,-0.6312143702896815,-8.58187066436142,33.87463406329127,0.0,0.26345003998034167,3.795786100752229,-9.399392574350228,-218.3572932506842
 0.1805732561543626,-0.08151675209547264,-0.8208477369665045,-5.780197924720662,33.466316606185956,0.0,0.2682080941942061,3.7284482521094704,-12.445888397950338,-92.85997050958724
 0.20804658843392584,-0.10820845739748834,-0.9715496114707213,-5.485387537656663,33.05430901383551,0.0,0.2730036287098974,3.6629549750880153,-14.996637035432618,-92.84453052605201
 0.23209058512393038,-0.13466509925792097,-1.100342933894641,-5.356568796961331,32.6386360558251,0.0,0.2778338766505336,3.5992731054097664,-17.288014275231106,-95.29934932785312
 0.25368468862642085,-0.16088980310871026,-1.214438184375877,-5.283629879243521,32.219325626164384,0.0,0.282695892501275,3.537370108748537,-19.41782068481606,-98.62907294759069
 0.2734122847836645,-0.1868856936765592,-1.3177424335252133,-5.236535071273981,31.79640883140305,0.0,0.287586549645528,3.477214081230764,-21.437827061663747,-102.39495784213771
 0.2916545178881374,-0.21265589451140468,-1.4126670066795064,-5.203561022965894,31.36992007664737,0.0,0.2925025384265882,3.418773749380566,-23.37919663196877,-106.4217061138756
 0.30867687149848483,-0.2382035274952303,-1.5008284734665542,-5.179158464517907,30.939897149047926,0.0,0.2974403646837756,3.362018470704715,-25.26224853759616,-110.62229987295848
 0.3246731971266071,-0.2635317123310317,-1.5833751715627304,-5.160353697167519,30.506381298463992,0.0,0.30239634890677153,3.3069182336864094,-27.100964350325285,-114.94613547354774
 0.33979026826079756,-0.288643566011862,-1.6611586634685138,-5.145407547223844,30.06941731486293,0.0,0.3073666259124225,3.253443658795046,-28.905333561127232,-119.35970895320992
 0.35414245849367243,-0.31354220226985624,-1.7348318168861705,-5.133234176962222,29.629053602076695,0.0,0.31234714521302165,3.20156599900408,-30.68268366298135,-123.83824858891226
 0.36782100592828876,-0.3382307310052456,-1.8049086610549039,-5.123120309645582,29.185342247529842,0.0,0.3173336720672271,3.151257140427726,-32.43848490987802,-128.36167402199922
 0.3809001221818471,-0.36271225769536514,-1.8718028202753403,-5.114577921290131,28.738339087529187,0.0,0.3223217892315351,3.1024896032755165,-34.176862666775705,-132.91247842718204
 0.393441168554464,-0.38698988278375535,-1.9358532268407767,-5.1072617596956755,28.28810376765967,0.0,0.32730689942260877,3.055236543330027,-35.90093732948745,-137.47454650006125
 0.40549559852086675,-0.41106670104948984,-1.9973419176883227,-5.100920658954663,27.83469979796507,0.0,0.33228422863854584,3.009471752834186,-37.6130576857054,-142.0324611773306
 0.4171070850306528,-0.4349458009569205,-2.056506708878796,-5.095367517381138,27.378194602403024,0.0,0.3372488302263473,2.9651696622011765,-39.31496584673366,-146.57108369319542
 0.42831309295238773,-0.45863026398610174,-2.113550444957601,-5.090460088660513,26.918659562251275,0.0,0.3421955898427143,2.922305341397406,-41.00791676761543,-151.07529217413426
 0.4391460640580579,-0.48212316394420957,-2.1686478925261086,-5.086088297574115,26.45617005299275,0.0,0.3471192311769153,2.8808545023837437,-42.69276680858582,-155.52981952370519
 0.4496343253170669,-0.5054275662583347,-2.2219509734378193,-5.082165632165736,25.990805474349465,0.0,0.35201432269386324,2.8407935005237595,-44.37004067223792,-159.91915363582254
 0.4598027956635762,-0.5285465272501009,-2.273592802451605,-5.078623161006078,25.522649273048998,0.0,0.3568752851190626,2.8020993374936984,-46.039982942093154,-164.2274809237651
 0.4696735433863116,-0.5514830933926337,-2.323690847624712,-5.075405286442,25.0517889579381,0.0,0.3616963999272558,2.7647496635330615,-47.70259845932018,-168.43865975801396
 0.47926623104510635,-0.574240300550453,-2.3723494360785526,-5.07246667301107,24.57831610716317,0.0,0.3664718186142693,2.72872278087105,-49.35768447968177,-172.53621500374666
 0.48859847449739296,-0.5968211732029488,-2.419661763856248,-5.069769988276811,24.102326367024524,0.0,0.371195572995389,2.693997646390093,-51.00485671770821,-176.50335060888696
 0.4976861354919126,-0.6192287236521858,-2.4657115249732624,-5.067284215903839,23.62391944221026,0.0,0.3758615862406224,2.6605538757020284,-52.6435707827097,-180.32297485455706
 0.5065435622790252,-0.6414659512158115,-2.5105742444273376,-5.0649833786207115,23.143199077193447,0.0,0.3804636848991025,2.628371746610182,-54.273140108394514,-183.97773584262652
 0.5151837891106313,-0.6635358414059684,-2.5543183784741355,-5.06284555942222,22.66027302843701,0.0,0.3849956115939081,2.5974322041228777,-55.89275121688777,-187.4500681589374
 0.5236187029108584,-0.6854413650951244,-2.597006230053735,-5.060852142727333,22.175253027337277,0.0,0.3894510386960816,2.5677168646104866,-57.5014769074076,-190.72224430752632
 0.5318591834949817,-0.7071854776698714,-2.6386947160145877,-5.058987219892568,21.688254733568975,0.0,0.3938235826044159,2.539208021487302,-59.09828787250443,-193.77643679828006
 0.5399152222983713,-0.7287711181737491,-2.679436014483391,-5.057237119024466,21.199397678842335,0.0,0.3981068188323163,2.511888650722164,-60.682063065653665,-196.59478210095878
